order_id,order_date,customer_id
100080,2025-01-01,CUST2158
100081,2025-01-01,CUST9194
100082,2025-01-01,CUST7601
100083,2025-01-01,CUST8256
100084,2025-01-01,CUST9010
100085,2025-01-01,CUST9865
100086,2025-01-01,CUST6214
100087,2025-01-01,CUST6740
100088,2025-01-01,CUST2723
100089,2025-01-01,CUST5329
100090,2025-01-01,CUST5013
100091,2025-01-01,CUST6366
100092,2025-01-01,CUST7920
100093,2025-01-01,CUST6966
100094,2025-01-01,CUST9978
100095,2025-01-01,CUST1006
100096,2025-01-01,CUST5225
100097,2025-01-01,CUST9312
100098,2025-01-01,CUST7463
100099,2025-01-01,CUST8401
100100,2025-01-01,CUST2649
100101,2025-01-01,CUST5077
100102,2025-01-01,CUST7437
100103,2025-01-01,CUST6598
100104,2025-01-01,CUST7021
100105,2025-01-01,CUST6198
100106,2025-01-01,CUST7780
100107,2025-01-01,CUST9414
100108,2025-01-01,CUST3142
100109,2025-01-01,CUST1630
100110,2025-01-01,CUST9587
100111,2025-01-01,CUST6547
100112,2025-01-01,CUST7244
100113,2025-01-01,CUST6543
100114,2025-01-01,CUST6357
100115,2025-01-01,CUST7173
100116,2025-01-01,CUST5476
100117,2025-01-01,CUST5194
100118,2025-01-01,CUST9753
100119,2025-01-01,CUST6986
100120,2025-01-01,CUST3541
100121,2025-01-01,CUST8947
100122,2025-01-01,CUST1610
100123,2025-01-01,CUST7037
100124,2025-01-01,CUST7175
100125,2025-01-01,CUST6021
100126,2025-01-01,CUST2676
100127,2025-01-01,CUST5701
100128,2025-01-01,CUST1889
100129,2025-01-01,CUST9753
100130,2025-01-01,CUST6213
100131,2025-01-01,CUST9537
100132,2025-01-01,CUST4033
100133,2025-01-01,CUST4577
100134,2025-01-01,CUST5567
100135,2025-01-01,CUST1736
100136,2025-01-01,CUST4278
100137,2025-01-01,CUST7499
100138,2025-01-01,CUST9810
100139,2025-01-01,CUST3324
100140,2025-01-01,CUST3438
100141,2025-01-01,CUST7831
100142,2025-01-01,CUST2114
100143,2025-01-01,CUST8297
100144,2025-01-01,CUST8484
100145,2025-01-01,CUST9478
100146,2025-01-01,CUST1844
100147,2025-01-01,CUST5665
100148,2025-01-01,CUST1183
100149,2025-01-01,CUST4307
100150,2025-01-01,CUST5042
100151,2025-01-01,CUST4651
100152,2025-01-01,CUST4059
100153,2025-01-01,CUST8155
100154,2025-01-01,CUST2419
100155,2025-01-01,CUST6663
100156,2025-01-01,CUST7588
100157,2025-01-01,CUST7552
100158,2025-01-01,CUST4181
100159,2025-01-01,CUST6579
100160,2025-01-01,CUST5433
100161,2025-01-01,CUST3931
100162,2025-01-01,CUST1704
100163,2025-01-01,CUST5512
100164,2025-01-01,CUST6635
100165,2025-01-01,CUST5685
100166,2025-01-01,CUST1636
100167,2025-01-01,CUST9841
100168,2025-01-01,CUST9047
100169,2025-01-01,CUST2368
100170,2025-01-01,CUST3600
100171,2025-01-01,CUST7156
100172,2025-01-01,CUST7658
100173,2025-01-01,CUST1406
100174,2025-01-01,CUST6426
100175,2025-01-01,CUST6603
100176,2025-01-01,CUST5049
100177,2025-01-01,CUST3091
100178,2025-01-02,CUST3599
100179,2025-01-02,CUST5656
100180,2025-01-02,CUST6901
100181,2025-01-02,CUST5021
100182,2025-01-02,CUST4715
100183,2025-01-02,CUST2590
100184,2025-01-02,CUST7313
100185,2025-01-02,CUST5452
100186,2025-01-02,CUST7623
100187,2025-01-02,CUST2203
100188,2025-01-02,CUST2411
100189,2025-01-02,CUST5754
100190,2025-01-02,CUST2896
100191,2025-01-02,CUST4385
100192,2025-01-02,CUST4217
100193,2025-01-02,CUST4851
100194,2025-01-02,CUST6181
100195,2025-01-02,CUST8327
100196,2025-01-02,CUST9062
100197,2025-01-02,CUST8974
100198,2025-01-02,CUST5846
100199,2025-01-02,CUST5465
100200,2025-01-02,CUST1803
100201,2025-01-02,CUST9624
100202,2025-01-02,CUST4681
100203,2025-01-02,CUST2324
100204,2025-01-02,CUST2635
100205,2025-01-02,CUST6947
100206,2025-01-02,CUST1932
100207,2025-01-02,CUST2727
100208,2025-01-02,CUST5437
100209,2025-01-02,CUST7167
100210,2025-01-02,CUST3970
100211,2025-01-02,CUST3263
100212,2025-01-02,CUST5429
100213,2025-01-02,CUST5143
100214,2025-01-02,CUST3025
100215,2025-01-02,CUST7641
100216,2025-01-02,CUST7165
100217,2025-01-02,CUST6418
100218,2025-01-02,CUST1173
100219,2025-01-02,CUST8376
100220,2025-01-02,CUST7554
100221,2025-01-02,CUST3237
100222,2025-01-02,CUST2989
100223,2025-01-02,CUST6783
100224,2025-01-02,CUST4649
100225,2025-01-02,CUST7400
100226,2025-01-02,CUST8423
100227,2025-01-02,CUST5512
100228,2025-01-02,CUST9114
100229,2025-01-02,CUST3493
100230,2025-01-02,CUST6177
100231,2025-01-02,CUST6028
100232,2025-01-02,CUST5918
100233,2025-01-02,CUST7581
100234,2025-01-02,CUST7644
100235,2025-01-02,CUST9603
100236,2025-01-02,CUST3086
100237,2025-01-02,CUST8422
100238,2025-01-02,CUST9761
100239,2025-01-02,CUST1269
100240,2025-01-02,CUST4105
100241,2025-01-02,CUST6674
100242,2025-01-02,CUST6293
100243,2025-01-02,CUST6470
100244,2025-01-02,CUST9441
100245,2025-01-02,CUST8037
100246,2025-01-02,CUST9213
100247,2025-01-02,CUST9621
100248,2025-01-02,CUST5733
100249,2025-01-02,CUST6278
100250,2025-01-02,CUST6833
100251,2025-01-02,CUST4304
100252,2025-01-02,CUST7486
100253,2025-01-02,CUST5599
100254,2025-01-02,CUST6214
100255,2025-01-02,CUST8251
100256,2025-01-02,CUST6132
100257,2025-01-02,CUST1911
100258,2025-01-02,CUST1305
100259,2025-01-02,CUST1023
100260,2025-01-02,CUST6204
100261,2025-01-02,CUST3812
100262,2025-01-02,CUST5676
100263,2025-01-02,CUST3675
100264,2025-01-02,CUST8247
100265,2025-01-02,CUST6880
100266,2025-01-02,CUST1785
100267,2025-01-02,CUST9306
100268,2025-01-02,CUST6636
100269,2025-01-02,CUST6171
100270,2025-01-02,CUST8333
100271,2025-01-02,CUST2519
100272,2025-01-02,CUST4963
100273,2025-01-02,CUST7980
100274,2025-01-02,CUST3326
100275,2025-01-02,CUST8119
100276,2025-01-02,CUST9916
100277,2025-01-02,CUST4643
100278,2025-01-02,CUST5940
100279,2025-01-02,CUST9416
100280,2025-01-02,CUST9880
100281,2025-01-02,CUST7786
100282,2025-01-02,CUST4330
100283,2025-01-02,CUST2681
100284,2025-01-02,CUST2465
100285,2025-01-02,CUST7176
100286,2025-01-02,CUST1330
100287,2025-01-02,CUST3350
100288,2025-01-02,CUST9050
100289,2025-01-02,CUST7218
100290,2025-01-02,CUST6695
100291,2025-01-02,CUST5386
100292,2025-01-02,CUST7302
100293,2025-01-02,CUST7918
100294,2025-01-02,CUST5665
100295,2025-01-02,CUST4184
100296,2025-01-02,CUST7671
100297,2025-01-02,CUST1416
100298,2025-01-02,CUST6579
100299,2025-01-02,CUST3356
100300,2025-01-02,CUST9746
100301,2025-01-02,CUST1500
100302,2025-01-02,CUST2147
100303,2025-01-02,CUST2699
100304,2025-01-02,CUST1901
100305,2025-01-02,CUST4195
100306,2025-01-02,CUST2423
100307,2025-01-02,CUST1537
100308,2025-01-02,CUST8504
100309,2025-01-02,CUST1499
100310,2025-01-02,CUST6815
100311,2025-01-02,CUST9949
100312,2025-01-02,CUST9738
100313,2025-01-02,CUST2228
100314,2025-01-02,CUST6678
100315,2025-01-02,CUST3625
100316,2025-01-02,CUST8679
100317,2025-01-02,CUST9605
100318,2025-01-02,CUST1437
100319,2025-01-03,CUST9579
100320,2025-01-03,CUST4380
100321,2025-01-03,CUST1906
100322,2025-01-03,CUST9529
100323,2025-01-03,CUST9138
100324,2025-01-03,CUST2813
100325,2025-01-03,CUST5102
100326,2025-01-03,CUST6441
100327,2025-01-03,CUST6016
100328,2025-01-03,CUST6944
100329,2025-01-03,CUST6194
100330,2025-01-03,CUST2871
100331,2025-01-03,CUST7008
100332,2025-01-03,CUST8085
100333,2025-01-03,CUST9292
100334,2025-01-03,CUST1429
100335,2025-01-03,CUST3346
100336,2025-01-03,CUST9524
100337,2025-01-03,CUST9951
100338,2025-01-03,CUST7031
100339,2025-01-03,CUST3406
100340,2025-01-03,CUST8885
100341,2025-01-03,CUST9521
100342,2025-01-03,CUST1656
100343,2025-01-03,CUST4150
100344,2025-01-03,CUST2745
100345,2025-01-03,CUST9852
100346,2025-01-03,CUST6455
100347,2025-01-03,CUST4491
100348,2025-01-03,CUST5302
100349,2025-01-03,CUST5816
100350,2025-01-03,CUST2829
100351,2025-01-03,CUST1941
100352,2025-01-03,CUST2507
100353,2025-01-03,CUST2080
100354,2025-01-03,CUST1656
100355,2025-01-03,CUST7061
100356,2025-01-03,CUST6561
100357,2025-01-03,CUST2269
100358,2025-01-03,CUST4653
100359,2025-01-03,CUST2629
100360,2025-01-03,CUST3962
100361,2025-01-03,CUST1775
100362,2025-01-03,CUST1417
100363,2025-01-03,CUST3357
100364,2025-01-03,CUST5636
100365,2025-01-03,CUST7340
100366,2025-01-03,CUST5076
100367,2025-01-03,CUST3071
100368,2025-01-03,CUST3567
100369,2025-01-03,CUST8982
100370,2025-01-03,CUST1883
100371,2025-01-03,CUST5898
100372,2025-01-03,CUST9544
100373,2025-01-03,CUST8913
100374,2025-01-03,CUST2146
100375,2025-01-03,CUST5904
100376,2025-01-03,CUST8558
100377,2025-01-03,CUST7565
100378,2025-01-03,CUST6584
100379,2025-01-03,CUST3219
100380,2025-01-03,CUST5661
100381,2025-01-03,CUST1398
100382,2025-01-03,CUST7421
100383,2025-01-03,CUST7486
100384,2025-01-03,CUST4175
100385,2025-01-03,CUST7935
100386,2025-01-03,CUST4616
100387,2025-01-03,CUST4663
100388,2025-01-03,CUST7616
100389,2025-01-03,CUST4072
100390,2025-01-03,CUST2545
100391,2025-01-03,CUST3112
100392,2025-01-03,CUST2419
100393,2025-01-03,CUST2556
100394,2025-01-03,CUST3989
100395,2025-01-03,CUST4272
100396,2025-01-03,CUST1942
100397,2025-01-03,CUST4936
100398,2025-01-03,CUST8446
100399,2025-01-03,CUST9213
100400,2025-01-03,CUST7740
100401,2025-01-03,CUST3960
100402,2025-01-03,CUST9897
100403,2025-01-03,CUST3616
100404,2025-01-03,CUST5028
100405,2025-01-03,CUST1714
100406,2025-01-03,CUST2669
100407,2025-01-03,CUST8390
100408,2025-01-03,CUST9644
100409,2025-01-03,CUST7432
100410,2025-01-03,CUST5967
100411,2025-01-03,CUST7499
100412,2025-01-03,CUST3810
100413,2025-01-03,CUST9882
100414,2025-01-03,CUST3370
100415,2025-01-03,CUST4554
100416,2025-01-03,CUST6146
100417,2025-01-03,CUST2779
100418,2025-01-03,CUST3561
100419,2025-01-03,CUST7815
100420,2025-01-03,CUST1683
100421,2025-01-03,CUST5047
100422,2025-01-03,CUST5671
100423,2025-01-03,CUST8448
100424,2025-01-03,CUST2857
100425,2025-01-03,CUST7591
100426,2025-01-03,CUST7332
100427,2025-01-03,CUST4663
100428,2025-01-03,CUST5332
100429,2025-01-03,CUST6663
100430,2025-01-03,CUST5939
100431,2025-01-03,CUST4137
100432,2025-01-03,CUST8653
100433,2025-01-03,CUST1380
100434,2025-01-03,CUST1730
100435,2025-01-03,CUST1229
100436,2025-01-03,CUST8536
100437,2025-01-03,CUST3860
100438,2025-01-03,CUST9128
100439,2025-01-03,CUST4351
100440,2025-01-03,CUST2726
100441,2025-01-03,CUST1874
100442,2025-01-03,CUST1508
100443,2025-01-03,CUST8014
100444,2025-01-03,CUST4081
100445,2025-01-03,CUST3139
100446,2025-01-03,CUST3160
100447,2025-01-03,CUST2200
100448,2025-01-03,CUST1099
100449,2025-01-03,CUST1203
100450,2025-01-03,CUST5308
100451,2025-01-03,CUST7741
100452,2025-01-03,CUST6633
100453,2025-01-03,CUST1674
100454,2025-01-03,CUST9596
100455,2025-01-03,CUST1765
100456,2025-01-03,CUST6630
100457,2025-01-03,CUST9954
100458,2025-01-03,CUST4211
100459,2025-01-03,CUST7308
100460,2025-01-03,CUST6323
100461,2025-01-03,CUST4604
100462,2025-01-03,CUST1990
100463,2025-01-03,CUST8585
100464,2025-01-03,CUST8767
100465,2025-01-03,CUST5479
100466,2025-01-03,CUST2193
100467,2025-01-03,CUST9475
100468,2025-01-03,CUST5039
100469,2025-01-03,CUST9218
100470,2025-01-03,CUST8386
100471,2025-01-03,CUST5370
100472,2025-01-03,CUST3735
100473,2025-01-03,CUST4513
100474,2025-01-03,CUST3164
100475,2025-01-03,CUST5592
100476,2025-01-03,CUST1712
100477,2025-01-03,CUST8967
100478,2025-01-03,CUST6957
100479,2025-01-03,CUST5843
100480,2025-01-03,CUST3081
100481,2025-01-03,CUST9793
100482,2025-01-03,CUST7849
100483,2025-01-03,CUST9584
100484,2025-01-03,CUST3106
100485,2025-01-03,CUST2765
100486,2025-01-03,CUST7459
100487,2025-01-03,CUST2757
100488,2025-01-03,CUST9170
100489,2025-01-03,CUST5236
100490,2025-01-03,CUST6477
100491,2025-01-03,CUST9395
100492,2025-01-03,CUST9124
100493,2025-01-03,CUST3003
100494,2025-01-03,CUST4893
100495,2025-01-03,CUST8621
100496,2025-01-03,CUST4471
100497,2025-01-03,CUST5202
100498,2025-01-03,CUST2581
100499,2025-01-03,CUST2039
100500,2025-01-03,CUST1081
100501,2025-01-03,CUST5948
100502,2025-01-03,CUST6772
100503,2025-01-03,CUST9627
100504,2025-01-03,CUST3457
100505,2025-01-03,CUST9084
100506,2025-01-03,CUST3284
100507,2025-01-03,CUST6017
100508,2025-01-03,CUST7294
100509,2025-01-03,CUST8140
100510,2025-01-03,CUST4768
100511,2025-01-03,CUST3987
100512,2025-01-03,CUST8305
100513,2025-01-03,CUST7550
100514,2025-01-03,CUST5370
100515,2025-01-03,CUST8534
100516,2025-01-03,CUST1346
100517,2025-01-03,CUST7402
100518,2025-01-03,CUST9957
100519,2025-01-03,CUST5673
100520,2025-01-03,CUST2288
100521,2025-01-03,CUST9077
100522,2025-01-03,CUST6741
100523,2025-01-03,CUST4908
100524,2025-01-03,CUST2456
100525,2025-01-03,CUST4124
100526,2025-01-03,CUST1202
100527,2025-01-03,CUST9963
100528,2025-01-03,CUST4672
100529,2025-01-03,CUST3263
100530,2025-01-03,CUST3870
100531,2025-01-03,CUST4025
100532,2025-01-03,CUST4022
100533,2025-01-03,CUST6313
100534,2025-01-03,CUST6344
100535,2025-01-03,CUST7692
100536,2025-01-03,CUST5436
100537,2025-01-03,CUST2688
100538,2025-01-03,CUST4166
100539,2025-01-03,CUST7094
100540,2025-01-03,CUST9499
100541,2025-01-03,CUST6637
100542,2025-01-03,CUST3619
100543,2025-01-03,CUST6281
100544,2025-01-03,CUST5672
100545,2025-01-03,CUST7779
100546,2025-01-03,CUST9086
100547,2025-01-03,CUST2279
100548,2025-01-03,CUST4499
100549,2025-01-03,CUST1745
100550,2025-01-03,CUST8866
100551,2025-01-03,CUST8469
100552,2025-01-03,CUST5117
100553,2025-01-03,CUST3227
100554,2025-01-03,CUST1797
100555,2025-01-03,CUST1016
100556,2025-01-03,CUST5510
100557,2025-01-03,CUST2307
100558,2025-01-03,CUST2822
100559,2025-01-03,CUST9041
100560,2025-01-03,CUST4859
100561,2025-01-03,CUST7774
100562,2025-01-03,CUST7678
100563,2025-01-03,CUST2518
100564,2025-01-03,CUST7276
100565,2025-01-03,CUST5945
100566,2025-01-03,CUST3850
100567,2025-01-03,CUST1071
100568,2025-01-03,CUST5943
100569,2025-01-03,CUST1271
100570,2025-01-03,CUST5791
100571,2025-01-03,CUST5373
100572,2025-01-03,CUST4046
100573,2025-01-03,CUST5208
100574,2025-01-03,CUST6171
100575,2025-01-03,CUST2153
100576,2025-01-03,CUST4800
100577,2025-01-03,CUST8568
100578,2025-01-03,CUST6253
100579,2025-01-03,CUST4534
100580,2025-01-03,CUST9254
100581,2025-01-03,CUST7517
100582,2025-01-03,CUST1667
100583,2025-01-03,CUST9236
100584,2025-01-03,CUST9194
100585,2025-01-03,CUST3166
100586,2025-01-03,CUST7834
100587,2025-01-03,CUST3036
100588,2025-01-03,CUST7685
100589,2025-01-03,CUST1085
100590,2025-01-03,CUST9921
100591,2025-01-03,CUST1093
100592,2025-01-03,CUST5297
100593,2025-01-03,CUST8537
100594,2025-01-03,CUST9097
100595,2025-01-03,CUST6401
100596,2025-01-03,CUST1371
100597,2025-01-03,CUST9954
100598,2025-01-03,CUST9207
100599,2025-01-03,CUST4266
100600,2025-01-03,CUST8912
100601,2025-01-03,CUST4868
100602,2025-01-03,CUST9299
100603,2025-01-03,CUST6898
100604,2025-01-04,CUST5670
100605,2025-01-04,CUST5167
100606,2025-01-04,CUST8217
100607,2025-01-04,CUST4087
100608,2025-01-04,CUST4813
100609,2025-01-04,CUST3437
100610,2025-01-04,CUST5391
100611,2025-01-04,CUST7467
100612,2025-01-04,CUST7247
100613,2025-01-04,CUST8270
100614,2025-01-04,CUST5039
100615,2025-01-04,CUST9954
100616,2025-01-04,CUST8355
100617,2025-01-04,CUST9887
100618,2025-01-04,CUST2259
100619,2025-01-04,CUST4353
100620,2025-01-04,CUST8913
100621,2025-01-04,CUST5399
100622,2025-01-04,CUST4535
100623,2025-01-04,CUST6020
100624,2025-01-04,CUST1504
100625,2025-01-04,CUST2898
100626,2025-01-04,CUST4815
100627,2025-01-04,CUST8649
100628,2025-01-04,CUST9975
100629,2025-01-04,CUST4419
100630,2025-01-04,CUST1436
100631,2025-01-04,CUST8142
100632,2025-01-04,CUST8484
100633,2025-01-04,CUST7155
100634,2025-01-04,CUST4888
100635,2025-01-04,CUST5603
100636,2025-01-04,CUST2303
100637,2025-01-04,CUST5477
100638,2025-01-04,CUST6968
100639,2025-01-04,CUST8277
100640,2025-01-04,CUST4283
100641,2025-01-04,CUST9445
100642,2025-01-04,CUST9676
100643,2025-01-04,CUST7561
100644,2025-01-04,CUST8388
100645,2025-01-04,CUST8763
100646,2025-01-04,CUST8810
100647,2025-01-04,CUST5876
100648,2025-01-04,CUST7411
100649,2025-01-04,CUST1578
100650,2025-01-04,CUST3173
100651,2025-01-04,CUST6052
100652,2025-01-04,CUST2257
100653,2025-01-04,CUST2007
100654,2025-01-04,CUST3208
100655,2025-01-04,CUST5221
100656,2025-01-04,CUST1321
100657,2025-01-04,CUST5158
100658,2025-01-04,CUST8317
100659,2025-01-04,CUST8881
100660,2025-01-04,CUST7244
100661,2025-01-04,CUST6397
100662,2025-01-04,CUST8349
100663,2025-01-04,CUST8025
100664,2025-01-04,CUST2197
100665,2025-01-04,CUST1897
100666,2025-01-04,CUST7902
100667,2025-01-04,CUST8315
100668,2025-01-04,CUST5534
100669,2025-01-04,CUST1776
100670,2025-01-04,CUST2476
100671,2025-01-04,CUST7610
100672,2025-01-04,CUST4275
100673,2025-01-04,CUST9466
100674,2025-01-04,CUST9177
100675,2025-01-04,CUST1955
100676,2025-01-04,CUST5487
100677,2025-01-04,CUST4768
100678,2025-01-04,CUST7384
100679,2025-01-04,CUST7220
100680,2025-01-04,CUST4799
100681,2025-01-04,CUST6373
100682,2025-01-04,CUST2635
100683,2025-01-04,CUST1176
100684,2025-01-04,CUST2246
100685,2025-01-04,CUST5444
100686,2025-01-04,CUST6276
100687,2025-01-04,CUST1970
100688,2025-01-04,CUST3642
100689,2025-01-04,CUST2738
100690,2025-01-04,CUST9293
100691,2025-01-04,CUST8877
100692,2025-01-04,CUST3409
100693,2025-01-04,CUST8513
100694,2025-01-04,CUST8423
100695,2025-01-04,CUST7384
100696,2025-01-04,CUST5468
100697,2025-01-04,CUST6683
100698,2025-01-04,CUST1227
100699,2025-01-04,CUST4306
100700,2025-01-04,CUST9859
100701,2025-01-04,CUST7379
100702,2025-01-04,CUST3223
100703,2025-01-04,CUST5836
100704,2025-01-04,CUST2780
100705,2025-01-04,CUST5197
100706,2025-01-04,CUST9964
100707,2025-01-04,CUST2057
100708,2025-01-04,CUST7425
100709,2025-01-04,CUST3347
100710,2025-01-04,CUST5402
100711,2025-01-04,CUST1268
100712,2025-01-04,CUST8762
100713,2025-01-04,CUST8005
100714,2025-01-04,CUST1305
100715,2025-01-04,CUST9928
100716,2025-01-04,CUST5346
100717,2025-01-04,CUST6930
100718,2025-01-04,CUST7364
100719,2025-01-04,CUST8098
100720,2025-01-04,CUST8489
100721,2025-01-04,CUST4878
100722,2025-01-04,CUST5864
100723,2025-01-04,CUST9531
100724,2025-01-04,CUST1103
100725,2025-01-04,CUST6823
100726,2025-01-04,CUST6460
100727,2025-01-04,CUST2035
100728,2025-01-04,CUST8988
100729,2025-01-04,CUST1103
100730,2025-01-04,CUST5833
100731,2025-01-04,CUST9036
100732,2025-01-04,CUST4437
100733,2025-01-04,CUST1947
100734,2025-01-04,CUST6133
100735,2025-01-04,CUST9609
100736,2025-01-04,CUST3981
100737,2025-01-04,CUST7484
100738,2025-01-04,CUST2401
100739,2025-01-04,CUST3253
100740,2025-01-04,CUST9240
100741,2025-01-04,CUST4875
100742,2025-01-04,CUST4681
100743,2025-01-04,CUST7509
100744,2025-01-04,CUST7620
100745,2025-01-04,CUST1484
100746,2025-01-04,CUST2178
100747,2025-01-04,CUST4805
100748,2025-01-04,CUST9448
100749,2025-01-04,CUST7311
100750,2025-01-04,CUST1065
100751,2025-01-04,CUST8121
100752,2025-01-04,CUST8940
100753,2025-01-04,CUST2802
100754,2025-01-04,CUST2503
100755,2025-01-04,CUST3035
100756,2025-01-04,CUST6361
100757,2025-01-04,CUST2301
100758,2025-01-04,CUST7010
100759,2025-01-04,CUST1108
100760,2025-01-04,CUST8341
100761,2025-01-04,CUST7572
100762,2025-01-04,CUST4759
100763,2025-01-04,CUST8511
100764,2025-01-04,CUST7183
100765,2025-01-04,CUST4131
100766,2025-01-04,CUST3828
100767,2025-01-04,CUST6029
100768,2025-01-04,CUST3589
100769,2025-01-04,CUST6840
100770,2025-01-04,CUST3338
100771,2025-01-04,CUST3689
100772,2025-01-05,CUST2628
100773,2025-01-05,CUST1069
100774,2025-01-05,CUST1672
100775,2025-01-05,CUST8533
100776,2025-01-05,CUST8813
100777,2025-01-05,CUST3586
100778,2025-01-05,CUST7903
100779,2025-01-05,CUST4322
100780,2025-01-05,CUST4588
100781,2025-01-05,CUST2930
100782,2025-01-05,CUST2059
100783,2025-01-05,CUST9429
100784,2025-01-05,CUST9483
100785,2025-01-05,CUST3394
100786,2025-01-05,CUST9553
100787,2025-01-05,CUST9131
100788,2025-01-05,CUST1952
100789,2025-01-05,CUST9356
100790,2025-01-05,CUST4777
100791,2025-01-05,CUST9376
100792,2025-01-05,CUST8305
100793,2025-01-05,CUST5659
100794,2025-01-05,CUST8586
100795,2025-01-05,CUST2589
100796,2025-01-05,CUST1558
100797,2025-01-05,CUST2923
100798,2025-01-05,CUST7171
100799,2025-01-05,CUST6411
100800,2025-01-05,CUST7910
100801,2025-01-05,CUST9787
100802,2025-01-05,CUST8677
100803,2025-01-05,CUST9907
100804,2025-01-05,CUST4935
100805,2025-01-05,CUST7168
100806,2025-01-05,CUST8222
100807,2025-01-05,CUST7517
100808,2025-01-05,CUST5947
100809,2025-01-05,CUST9263
100810,2025-01-05,CUST7517
100811,2025-01-05,CUST8849
100812,2025-01-05,CUST7467
100813,2025-01-05,CUST4550
100814,2025-01-05,CUST9416
100815,2025-01-05,CUST6563
100816,2025-01-05,CUST8284
100817,2025-01-05,CUST8977
100818,2025-01-05,CUST1856
100819,2025-01-05,CUST4589
100820,2025-01-05,CUST1212
100821,2025-01-05,CUST6682
100822,2025-01-05,CUST6774
100823,2025-01-05,CUST9470
100824,2025-01-05,CUST7623
100825,2025-01-05,CUST1781
100826,2025-01-05,CUST4618
100827,2025-01-05,CUST9333
100828,2025-01-05,CUST6913
100829,2025-01-05,CUST1195
100830,2025-01-05,CUST1990
100831,2025-01-05,CUST8375
100832,2025-01-05,CUST7286
100833,2025-01-05,CUST8876
100834,2025-01-05,CUST9433
100835,2025-01-05,CUST1595
100836,2025-01-05,CUST4658
100837,2025-01-05,CUST6764
100838,2025-01-05,CUST2366
100839,2025-01-05,CUST2770
100840,2025-01-05,CUST1530
100841,2025-01-05,CUST7397
100842,2025-01-05,CUST2973
100843,2025-01-05,CUST5283
100844,2025-01-05,CUST3918
100845,2025-01-05,CUST3058
100846,2025-01-05,CUST9308
100847,2025-01-05,CUST1819
100848,2025-01-05,CUST6102
100849,2025-01-05,CUST9263
100850,2025-01-05,CUST9811
100851,2025-01-05,CUST8309
100852,2025-01-05,CUST8075
100853,2025-01-06,CUST7224
100854,2025-01-06,CUST9827
100855,2025-01-06,CUST9795
100856,2025-01-06,CUST9036
100857,2025-01-06,CUST7854
100858,2025-01-06,CUST1893
100859,2025-01-06,CUST8822
100860,2025-01-06,CUST2910
100861,2025-01-06,CUST2580
100862,2025-01-06,CUST7354
100863,2025-01-06,CUST6080
100864,2025-01-06,CUST3261
100865,2025-01-06,CUST3286
100866,2025-01-06,CUST7422
100867,2025-01-06,CUST6959
100868,2025-01-06,CUST8624
100869,2025-01-06,CUST7390
100870,2025-01-06,CUST6197
100871,2025-01-06,CUST2595
100872,2025-01-06,CUST2029
